birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,playerId,positionCode,shootsCatches,skaterFullName,weight
Red Deer,CAN,1946-07-22,AB,,,,,,19661967,72.0,N,Rochefort,CAN,8448423,C,L,Dave Rochefort,180.0
Kamsack,CAN,1943-02-12,SK,,,,,,19661967,72.0,N,Smith,CAN,8449088,D,L,Wayne Smith,195.0
Lethbridge,CAN,1937-01-06,AB,,,,,,19571958,74.0,N,Barkley,CAN,8445020,D,R,Doug Barkley,185.0
Brantford,CAN,1938-06-10,ON,,,,,,19651966,74.0,N,Davison,CAN,8445852,D,R,Murray Davison,190.0
Calgary,CAN,1927-08-08,AB,,,,,,19461947,72.0,Y,Gadsby,CAN,8446513,D,L,Bill Gadsby,180.0
Magog,CAN,1934-11-06,QC,,,,,,19571958,72.0,N,Langlois,CAN,8447322,D,L,Al Langlois,205.0
Timmins,CAN,1940-12-01,ON,,,,,,19601961,72.0,N,LeBrun,CAN,8447358,D,R,Al LeBrun,185.0
Halifax,CAN,1942-09-27,NS,,,,,,19641965,71.0,N,Maxner,CAN,8447642,L,L,Wayne Maxner,180.0
Regina,CAN,1936-08-24,SK,,,,,,19561957,69.0,N,Balfour,CAN,8445005,R,R,Murray Balfour,178.0
New Waterford,CAN,1944-01-04,NS,,,,,,19641965,73.0,N,Fahey,CAN,8446186,L,L,Trevor Fahey,175.0
Grande-Baie,CAN,1940-12-29,QC,,,,,,19621963,70.0,N,Gilbert,CAN,8446585,C,L,Jeannot Gilbert,170.0
Toronto,CAN,1933-07-05,ON,,,,,,19561957,71.0,N,Ingram,CAN,8447019,D,R,Ron Ingram,185.0
Baldur,CAN,1928-02-18,MB,,,,,,19471948,72.0,Y,Johnson,CAN,8447101,D,L,Tom Johnson,180.0
Toronto,CAN,1942-01-24,ON,,,,,,19641965,73.0,N,Knibbs,CAN,8447225,C,L,Bill Knibbs,180.0
Renfrew,CAN,1925-07-29,ON,,,,,,19441945,68.0,Y,Lindsay,CAN,8447500,L,L,Ted Lindsay,163.0
Lethbridge,CAN,1935-10-25,AB,,,,,,19601961,70.0,N,MacMillan,CAN,8447579,R,L,John MacMillan,185.0
Kindersley,CAN,1940-01-06,SK,,,,,,19591960,71.0,N,Meissner,CAN,8447835,R,R,Dick Meissner,200.0
Kitchener,CAN,1938-06-11,ON,,,,,,19621963,72.0,N,Mikol,CAN,8447858,L,R,Jim Mikol,175.0
Rocky Mountain House,CAN,1943-09-11,AB,,,,,,19641965,71.0,N,Paul,CAN,8448099,C,R,Butch Paul,160.0
Deje,SWE,1941-02-11,,,,,,,19641965,74.0,N,Sterner,SWE,8449182,L,L,Ulf Sterner,187.0
Winnipeg,CAN,1942-10-14,MB,,,,,,19641965,73.0,N,Taylor Jr.,CAN,8449217,C,L,Billy Taylor Jr.,175.0
Unionville,CAN,1936-04-08,ON,,,,,,19561957,72.0,N,Beckett,CAN,8445039,C,L,Bob Beckett,185.0
Hamilton,CAN,1933-11-29,ON,,,,,,19561957,74.0,N,Cushenan,CAN,8445835,D,L,Ian Cushenan,195.0
Bishop's Falls,CAN,1936-05-21,NL,,,,,,19611962,68.0,N,Faulkner,CAN,8446195,C,L,Alex Faulkner,165.0
Winnipeg,CAN,1929-10-03,MB,,,,,,19551956,69.0,N,Hebenton,CAN,8446760,R,L,Andy Hebenton,180.0
Neudorf,CAN,1932-07-15,SK,,,,,,19521953,73.0,N,Litzenberger,CAN,8447502,C,R,Ed Litzenberger,174.0
Toronto,CAN,1939-03-30,ON,,,,,,19631964,71.0,N,McGregor,CAN,8447778,R,R,Sandy McGregor,165.0
Edmonton,CAN,1936-01-26,AB,,,,,,19561957,70.0,N,McNeill,CAN,8447817,R,R,Billy McNeill,175.0
Port Dalhousie,CAN,1930-02-22,ON,,,,,,19631964,71.0,N,Mitchell,CAN,8447875,D,L,Bill Mitchell,180.0
Copper Cliff,CAN,1931-07-29,ON,,,,,,19521953,72.0,N,Toppazzini,CAN,8449244,R,R,Jerry Toppazzini,180.0
Owen Sound,CAN,1938-10-17,ON,,,,,,19621963,71.0,N,Armstrong,CAN,8444973,R,L,Norm Armstrong,205.0
St. Boniface,CAN,1937-09-03,MB,,,,,,19621963,69.0,N,Brisson,CAN,8445166,R,L,Gerry Brisson,155.0
Ottawa,CAN,1943-09-19,ON,,,,,,19621963,72.0,N,Champagne,CAN,8445359,L,L,Andre Champagne,190.0
Toronto,CAN,1940-10-02,ON,,,,,,19621963,70.0,N,Draper,CAN,8445949,C,L,Bruce Draper,157.0
Geraldton,CAN,1929-10-17,ON,,,,,,19621963,71.0,N,Elik,CAN,8446143,L,L,Bo Elik,190.0
Morriston,GBR,1928-04-21,,,,,,,19481949,72.0,N,Evans,GBR,8446173,D,L,Jack Evans,185.0
Guelph,CAN,1932-01-20,ON,,,,,,19541955,73.0,N,Fontinato,CAN,8446343,D,L,Lou Fontinato,195.0
Winnipeg,CAN,1935-03-30,MB,,,,,,19561957,71.0,N,Johnson,CAN,8447093,R,R,Allan Johnson,180.0
Wilkie,CAN,1936-02-06,SK,,,,,,19621963,69.0,N,Keller,CAN,8447146,D,R,Ralph Keller,174.0
Fort William,CAN,1935-05-28,ON,,,,,,19581959,69.0,N,Marcon,CAN,8447611,D,R,Lou Marcon,168.0
Winnipeg,CAN,1940-04-18,MB,,,,,,19601961,72.0,N,Pennington,CAN,8448131,C,R,Cliff Pennington,170.0
Lethbridge,CAN,1929-05-23,AB,,,,,,19491950,72.0,N,Stasiuk,CAN,8449176,L,L,Vic Stasiuk,185.0
Regina,CAN,1934-01-31,SK,,,,,,19551956,72.0,N,Turner,CAN,8449270,D,L,Bob Turner,170.0
Toronto,CAN,1931-04-07,ON,,,,,,19501951,73.0,N,Armstrong,CAN,8444970,D,R,Bob Armstrong,190.0
Pointe-Claire,CAN,1932-09-03,QC,,,,,,19611962,71.0,N,Boileau,CAN,8445108,C,L,Marc Boileau,170.0
Montréal,CAN,1931-09-08,QC,,,,,,19521953,70.0,N,Bonin,CAN,8445116,L,L,Marcel Bonin,170.0
Winnipeg,CAN,1930-07-27,MB,,,,,,19571958,73.0,N,Bownass,CAN,8445147,D,L,Jack Bownass,190.0
Cornwall,CAN,1937-12-02,ON,,,,,,19571958,71.0,N,Carter,CAN,8445348,C,L,Billy Carter,155.0
Welland,CAN,1941-02-26,ON,,,,,,19601961,71.0,N,Cunningham,CAN,8445829,C,L,Bob Cunningham,168.0
Kingston,CAN,1936-12-05,ON,,,,,,19571958,71.0,N,Hendrickson,CAN,8446783,D,R,John Hendrickson,175.0
Edmonton,CAN,1934-09-21,AB,,,,,,19581959,72.0,N,Holmes,CAN,8446898,R,R,Chuck Holmes,185.0
Dauphin,CAN,1940-10-28,MB,,,,,,19611962,72.0,N,Kozak,CAN,8447231,L,L,Les Kozak,185.0
Haileybury,CAN,1931-07-22,ON,,,,,,19511952,70.0,N,Labine,CAN,8447260,R,R,Leo Labine,170.0
Lloydminster,CAN,1936-06-18,SK,,,,,,19581959,74.0,N,Leach,CAN,8447351,C,L,Larry Leach,175.0
Sceptre,CAN,1926-09-04,SK,,,,,,19481949,73.0,Y,Olmstead,CAN,8448057,L,L,Bert Olmstead,180.0
Verdun,CAN,1929-05-12,QC,,,,,,19501951,71.0,N,St. Laurent,CAN,8449142,D,L,Dollard St. Laurent,205.0
Kincardine,CAN,1929-06-14,ON,,,,,,19491950,71.0,N,Wilson,CAN,8449556,L,L,Johnny Wilson,168.0
Shaunavon,CAN,1935-03-07,SK,,,,,,19561957,71.0,N,Aldcorn,CAN,8444868,L,L,Gary Aldcorn,170.0
Toronto,CAN,1933-01-04,ON,,,,,,19511952,73.0,N,Balfour,CAN,8445004,L,L,Earl Balfour,180.0
Verdun,CAN,1932-05-27,QC,,,,,,19541955,69.0,N,Bartlett,CAN,8445028,L,L,Jimmy Bartlett,165.0
South Porcupine,CAN,1937-05-09,ON,,,,,,19601961,70.0,N,Belisle,CAN,8445043,R,R,Danny Belisle,164.0
Arlington,USA,1934-11-11,MA,,,,,,19601961,69.0,N,Chisholm,USA,8445377,C,L,Art Chisholm,160.0
Ottawa,CAN,1933-11-11,ON,,,,,,19541955,70.0,N,Cullen,CAN,8445826,C,L,Brian Cullen,160.0
Vegreville,CAN,1936-08-16,AB,,,,,,19601961,73.0,N,Diachuk,CAN,8445898,L,L,Edward Diachuk,185.0
Sexsmith,CAN,1932-05-06,AB,,,,,,19511952,72.0,N,Edmundson,CAN,8446004,L,L,Garry Edmundson,173.0
Dysart,CAN,1927-01-25,SK,,,,,,19441945,70.0,Y,Flaman,CAN,8446318,D,R,Fern Flaman,190.0
Edmonton,CAN,1931-09-15,AB,,,,,,19591960,66.0,N,Haley,CAN,8446664,R,R,Len Haley,160.0
Melita,CAN,1939-05-22,MB,,,,,,19601961,69.0,N,Hall,CAN,8446671,L,L,Wayne Hall,165.0
Vancouver,CAN,1938-03-12,BC,,,,,,19601961,70.0,N,Healey,CAN,8446759,D,L,Rich Healey,170.0
Flin Flon,CAN,1936-10-24,MB,,,,,,19601961,70.0,N,Hutchinson,CAN,8447011,C,L,Ron Hutchinson,165.0
Dauphin,CAN,1934-11-11,MB,,,,,,19591960,72.0,N,Kabel,CAN,8447127,C,R,Bob Kabel,183.0
Montréal,CAN,1938-04-22,QC,,,,,,19601961,70.0,N,Latreille,CAN,8447332,C,R,Phil Latreille,185.0
St. Catharines,CAN,1940-11-29,ON,,,,,,19601961,71.0,N,Martin,CAN,8447626,C,L,Jack Martin,184.0
Toronto,CAN,1934-09-15,ON,,,,,,19561957,73.0,N,McCarthy,CAN,8447676,L,L,Tom McCarthy,191.0
Fredericton,CAN,1935-10-15,NB,,,,,,19571958,70.0,Y,O'Ree,CAN,8448064,L,L,Willie O'Ree,175.0
Grand Falls,CAN,1938-11-01,NB,,,,,,19601961,69.0,N,Ouellette,CAN,8448077,R,R,Gerry Ouellette,170.0
North Bay,CAN,1930-08-09,ON,,,,,,19561957,69.0,N,Regan,CAN,8448299,R,R,Larry Regan,162.0
Wheatley,CAN,1931-01-26,ON,,,,,,19491950,74.0,N,Skov,CAN,8449050,C,L,Glen Skov,180.0
Pontiac,CAN,1927-11-30,QC,,,,,,19471948,70.0,N,Sloan,CAN,8449052,C,R,Tod Sloan,152.0
Creighton Mines,CAN,1937-12-06,ON,,,,,,19571958,72.0,N,Smith,CAN,8449063,L,L,Brian Smith,180.0
Peterborough,CAN,1929-12-24,ON,,,,,,19491950,71.0,N,Sullivan,CAN,8449203,C,L,Red Sullivan,155.0
Cornwall,CAN,1933-06-30,ON,,,,,,19541955,68.0,N,Tessier,CAN,8449223,C,L,Orval Tessier,160.0
Port Arthur,CAN,1935-10-05,ON,,,,,,19591960,68.0,N,Baluik,CAN,8445009,C,L,Stan Baluik,160.0
Port Arthur,CAN,1930-06-24,ON,,,,,,19481949,73.0,N,Creighton,CAN,8445805,C,L,Dave Creighton,195.0
Winnipeg,CAN,1929-02-19,MB,,,,,,19591960,72.0,N,Crozier,CAN,8445819,D,R,Joe Crozier,185.0
Ottawa,CAN,1935-06-16,ON,,,,,,19551956,72.0,N,Cullen,CAN,8445825,R,R,Barry Cullen,183.0
Regina,CAN,1930-07-20,SK,,,,,,19511952,71.0,N,Davis,CAN,8445851,R,R,Lorne Davis,190.0
North Bay,CAN,1940-06-05,ON,,,,,,19591960,73.0,N,Gagne,CAN,8446515,L,L,Pierre Gagne,180.0
Toronto,CAN,1936-12-18,ON,,,,,,19561957,72.0,N,Girard,CAN,8446589,R,R,Kenny Girard,184.0
Sarnia,CAN,1938-08-10,ON,,,,,,19591960,72.0,N,Haddon,CAN,8446657,D,L,Lloyd Haddon,195.0
Winnipeg,CAN,1935-04-02,MB,,,,,,19591960,72.0,N,Hoekstra,CAN,8446888,C,L,Cec Hoekstra,175.0
Regina,CAN,1934-10-22,SK,,,,,,19541955,71.0,N,James,CAN,8447041,R,R,Gerry James,185.0
Montréal,CAN,1929-04-30,QC,,,,,,19471948,67.0,N,MacKell,CAN,8447547,C,L,Fleming MacKell,156.0
Ottawa,CAN,1927-10-06,ON,,,,,,19491950,68.0,N,Maloney,CAN,8447595,C,L,Phil Maloney,165.0
Brussels,CAN,1930-09-08,ON,,,,,,19491950,71.0,N,McIntyre,CAN,8447786,L,L,Jack McIntyre,170.0
Port Arthur,CAN,1938-09-25,ON,,,,,,19571958,70.0,N,McNeill,CAN,8447818,C,R,Stu McNeill,170.0
Winnipeg,CAN,1927-12-07,MB,,,,,,19481949,73.0,N,Mickoski,CAN,8447854,L,L,Nick Mickoski,183.0
Fort William,CAN,1928-11-18,ON,,,,,,19491950,66.0,N,Migay,CAN,8447855,C,L,Rudy Migay,150.0
Montréal,CAN,1921-08-04,QC,,,,,,19421943,70.0,Y,Richard,CAN,8448321,R,L,Maurice Richard,170.0
Star City,CAN,1925-12-23,SK,,,,,,19511952,69.0,N,Solinger,CAN,8449125,L,L,Bob Solinger,170.0
Guelph,CAN,1937-01-30,ON,,,,,,19591960,70.0,N,Sweeney,CAN,8449211,C,L,Bill Sweeney,165.0
Miskel,CAN,1939-09-17,BC,,,,,,19591960,73.0,N,Turlick,CAN,8449269,L,L,Gord Turlick,170.0
Sarnia,CAN,1935-10-19,ON,,,,,,19571958,74.0,N,Ward,CAN,8449340,D,L,Don Ward,200.0
Moose Jaw,CAN,1932-11-27,SK,,,,,,19571958,70.0,N,Johnson,CAN,8444853,C,L,Norm Johnson,170.0
Lamont,CAN,1932-09-07,AB,,,,,,19511952,71.0,N,Achtymichuk,CAN,8444858,C,L,Gene Achtymichuk,170.0
Huntsville,CAN,1933-09-18,ON,,,,,,19551956,72.0,N,Bionda,CAN,8445081,D,L,Jack Bionda,180.0
Sudbury,CAN,1936-05-12,ON,,,,,,19551956,70.0,N,Burton,CAN,8445294,R,R,Cummy Burton,170.0
Timmins,CAN,1932-05-02,ON,,,,,,19511952,70.0,N,Chevrefils,CAN,8445371,L,L,Real Chevrefils,180.0
St. Catharines,CAN,1934-10-15,ON,,,,,,19551956,74.0,N,Ciesla,CAN,8445468,C,L,Hank Ciesla,190.0
Divide,CAN,1935-01-01,SK,,,,,,19581959,71.0,N,Colwill,CAN,8445510,R,R,Les Colwill,170.0
Palmerston,CAN,1930-05-26,ON,,,,,,19491950,72.0,N,Ferguson,CAN,8446197,L,L,Lorne Ferguson,175.0
Regina,CAN,1927-08-30,SK,,,,,,19481949,67.0,N,Fisher,CAN,8446301,R,R,Dunc Fisher,170.0
Winnipeg,CAN,1927-01-08,MB,,,,,,19511952,68.0,N,Hergesheimer,CAN,8446840,R,R,Wally Hergesheimer,155.0
Tintern,CAN,1929-03-03,ON,,,,,,19501951,71.0,N,Kraftcheck,CAN,8447233,D,R,Steve Kraftcheck,190.0
Fort William,CAN,1931-03-12,ON,,,,,,19501951,68.0,N,Lewicki,CAN,8447474,L,L,Danny Lewicki,147.0
Kirkland Lake,CAN,1931-12-01,ON,,,,,,19521953,70.0,N,Marshall,CAN,8447621,C,L,Willie Marshall,165.0
New Liskeard,CAN,1925-01-24,ON,,,,,,19461947,71.0,N,Mortson,CAN,8447899,D,L,Gus Mortson,190.0
Sydney,CAN,1935-01-08,NS,,,,,,19581959,71.0,N,Poliziani,CAN,8448176,R,R,Dan Poliziani,158.0
Kinistino,CAN,1935-08-28,SK,,,,,,19581959,71.0,N,Redahl,CAN,8448295,R,L,Gord Redahl,170.0
Kitchener,CAN,1930-07-21,ON,,,,,,19531954,68.0,N,Reibel,CAN,8448305,C,R,Dutch Reibel,160.0
Edmonton,CAN,1935-05-28,AB,,,,,,19561957,73.0,N,Strate,CAN,8449196,D,L,Gord Strate,190.0
St. Paul,USA,1932-03-05,MN,,,,,,19581959,71.0,N,Yackel,USA,8449647,R,R,Ken Yackel,195.0
Kenora,CAN,1931-05-29,ON,,,,,,19531954,71.0,N,Bailey,CAN,8445001,R,R,Bob Bailey,180.0
Kirkland Lake,CAN,1932-09-11,ON,,,,,,19571958,67.0,N,Boone,CAN,8445117,R,R,Buddy Boone,158.0
Montréal,CAN,1932-04-06,QC,,,,,,19551956,68.0,N,Broden,CAN,8445171,C,L,Connie Broden,160.0
Kingston,CAN,1934-06-30,ON,,,,,,19541955,72.0,N,Caffery,CAN,8445303,C,R,Jack Caffery,165.0
Toronto,CAN,1932-07-29,ON,,,,,,19511952,70.0,N,Conacher,CAN,8445515,L,L,Pete Conacher,165.0
Chapleau,CAN,1925-08-11,ON,,,,,,19471948,71.0,N,Curry,CAN,8445833,R,R,Floyd Curry,174.0
Arvida,CAN,1932-09-18,QC,,,,,,19531954,71.0,N,Dineen,CAN,8445909,R,R,Bill Dineen,180.0
Potlatch,USA,1930-11-21,ID,,,,,,19501951,69.0,N,Fielder,USA,8446228,C,L,Guyle Fielder,165.0
Montréal,CAN,1933-07-24,QC,,,,,,19541955,71.0,N,Hollingworth,CAN,8446896,D,L,Gord Hollingworth,170.0
Chicago,USA,1927-03-13,IL,,,,,,19521953,74.0,N,Irwin,USA,8447022,D,L,Ivan Irwin,185.0
Fort William,CAN,1934-04-22,ON,,,,,,19561957,68.0,N,Kachur,CAN,8447128,R,R,Ed Kachur,170.0
North Bay,CAN,1934-11-24,ON,,,,,,19531954,69.0,N,Lalande,CAN,8447287,C,L,Hec Lalande,150.0
Humboldt,CAN,1923-03-17,SK,,,,,,19451946,67.0,N,Leswick,CAN,8447471,L,R,Tony Leswick,160.0
Cayuga,CAN,1933-05-01,ON,,,,,,19521953,74.0,N,Martin,CAN,8447624,D,L,Frank Martin,190.0
Regina,CAN,1931-04-14,SK,,,,,,19501951,69.0,N,Masnick,CAN,8447632,C,R,Paul Masnick,165.0
Montréal,CAN,1922-07-13,QC,,,,,,19411942,73.0,N,Mosdell,CAN,8447901,C,L,Ken Mosdell,170.0
Kenora,CAN,1934-11-09,ON,,,,,,19571958,72.0,N,Olson,CAN,8448058,C,R,Dennis Olson,182.0
Winnipeg,CAN,1925-07-21,MB,,,,,,19461947,71.0,N,Peirson,CAN,8448128,R,R,Johnny Peirson,170.0
Toronto,CAN,1928-03-05,ON,,,,,,19571958,71.0,N,Pidhirny,CAN,8448150,C,L,Harry Pidhirny,155.0
Fort William,CAN,1932-06-01,ON,,,,,,19541955,71.0,N,Poile,CAN,8448169,C,L,Don Poile,160.0
Yorkton,CAN,1927-11-07,SK,,,,,,19471948,68.0,N,Prystai,CAN,8448223,C,L,Metro Prystai,155.0
Toronto,CAN,1925-07-11,ON,,,,,,19461947,70.0,N,Smith,CAN,8449084,L,L,Sid Smith,173.0
Belgrade,SRB,1928-09-02,,,,,,,19561957,71.0,N,Smrke,SRB,8449089,L,L,Stan Smrke,180.0
Winnipeg,CAN,1927-02-23,MB,,,,,,19451946,71.0,N,Thomson,CAN,8449236,D,R,Jimmy Thomson,175.0
Regina,CAN,1932-03-05,SK,,,,,,19561957,75.0,N,Anderson,CAN,8444878,D,L,Dale Anderson,190.0
Toronto,CAN,1929-04-15,ON,,,,,,19491950,75.0,N,Bolton,CAN,8445115,D,L,Hugh Bolton,186.0
Massawippi,CAN,1931-11-14,QC,,,,,,19561957,67.0,N,Cline,CAN,8445499,R,R,Bruce Cline,137.0
South Porcupine,CAN,1934-02-24,ON,,,,,,19531954,75.0,N,Costello,CAN,8445638,C,R,Murray Costello,190.0
Petersburg,CAN,1934-08-29,ON,,,,,,19561957,69.0,N,Cressman,CAN,8445809,C,R,Glen Cressman,155.0
Transcona,CAN,1924-10-30,MB,,,,,,19451946,73.0,N,Gardner,CAN,8446565,C,L,Cal Gardner,172.0
Ruthven,CAN,1933-11-19,ON,,,,,,19561957,71.0,N,Hillman,CAN,8446863,D,L,Floyd Hillman,170.0
Toronto,CAN,1931-05-18,ON,,,,,,19551956,69.0,N,Hurst,CAN,8447008,R,R,Ron Hurst,175.0
Humberstone,CAN,1925-12-12,ON,,,,,,19421943,71.0,Y,Kennedy,CAN,8447166,C,R,Ted Kennedy,175.0
Quebec City,CAN,1929-05-30,QC,,,,,,19541955,70.0,N,LeClair,CAN,8447361,C,L,Jack LeClair,150.0
Edmonton,CAN,1927-03-31,AB,,,,,,19481949,76.0,N,MacPherson,CAN,8447582,D,L,Bud MacPherson,200.0
Winnipeg,CAN,1929-07-25,MB,,,,,,19531954,74.0,N,Mazur,CAN,8447645,D,L,Eddie Mazur,186.0
Estevan,CAN,1936-04-26,SK,,,,,,19551956,73.0,N,Nicholson,CAN,8448006,L,L,Al Nicholson,180.0
Toronto,CAN,1934-12-11,ON,,,,,,19561957,71.0,N,Nykoluk,CAN,8448037,R,R,Mike Nykoluk,212.0
Norquay,CAN,1934-05-17,SK,,,,,,19551956,68.0,N,Panagabko,CAN,8448083,C,L,Ed Panagabko,170.0
Sault Ste. Marie,CAN,1927-11-06,ON,,,,,,19471948,71.0,N,Pavelich,CAN,8448103,L,L,Marty Pavelich,168.0
Toronto,CAN,1936-01-14,ON,,,,,,19561957,68.0,N,Ranieri,CAN,8448247,L,L,George Ranieri,190.0
Montréal,CAN,1934-12-21,QC,,,,,,19541955,66.0,N,Rousseau,CAN,8448582,L,L,Guy Rousseau,140.0
Copper Cliff,CAN,1934-08-18,ON,,,,,,19531954,73.0,N,Sleaver,CAN,8449051,C,R,John Sleaver,180.0
Copper Cliff,CAN,1930-01-05,ON,,,,,,19481949,71.0,N,Toppazzini,CAN,8449245,R,R,Zellio Toppazzini,180.0
Saskatoon,CAN,1923-05-06,SK,,,,,,19411942,73.0,Y,Watson,CAN,8449369,L,L,Harry Watson,207.0
Edmonton,CAN,1937-04-10,AB,,,,,,19561957,74.0,N,Wilson,CAN,8449554,C,L,Jerry Wilson,200.0
Fort William,CAN,1928-01-07,ON,,,,,,19501951,71.0,N,Woit,CAN,8449598,R,R,Benny Woit,195.0
Montréal,CAN,1920-09-11,QC,,,,,,19411942,74.0,Y,Bouchard,CAN,8445132,D,R,Butch Bouchard,205.0
Winnipeg,CAN,1932-03-13,MB,,,,,,19551956,72.0,N,Burega,CAN,8445259,D,L,Bill Burega,195.0
Toronto,CAN,1930-02-20,ON,,,,,,19551956,69.0,N,Clune,CAN,8445500,D,R,Wally Clune,150.0
Toronto,CAN,1931-08-15,ON,,,,,,19491950,70.0,N,Corcoran,CAN,8445573,C,R,Norm Corcoran,160.0
Montréal,CAN,1928-09-03,QC,,,,,,19551956,72.0,N,Deslauriers,CAN,8445886,D,L,Jacques Deslauriers,170.0
Goderich,CAN,1926-04-12,ON,,,,,,19461947,74.0,N,Dewsbury,CAN,8445888,D,L,Al Dewsbury,202.0
Fort William,CAN,1926-02-27,ON,,,,,,19481949,71.0,N,Fogolin,CAN,8446333,D,L,Lee Fogolin,195.0
Toronto,CAN,1928-09-04,ON,,,,,,19531954,69.0,N,Gariepy,CAN,8446566,D,L,Ray Gariepy,180.0
Georgetown,CAN,1922-05-12,ON,,,,,,19411942,74.0,N,Goldham,CAN,8446603,D,L,Bob Goldham,195.0
Forks of the Credit,CAN,1932-06-06,ON,,,,,,19521953,72.0,N,Guidolin,CAN,8446655,R,R,Aldo Guidolin,180.0
Schumacher,CAN,1929-01-19,ON,,,,,,19521953,68.0,N,Hannigan,CAN,8446691,C,L,Gord Hannigan,155.0
Churchbridge,CAN,1934-04-20,SK,,,,,,19551956,70.0,N,Heinrich,CAN,8446764,L,L,Lionel Heinrich,180.0
Hamilton,CAN,1935-12-04,ON,,,,,,19541955,72.0,N,Howell,CAN,8446927,D,L,Ron Howell,185.0
Sault Ste. Marie,CAN,1922-11-06,ON,,,,,,19461947,72.0,N,Klukay,CAN,8447223,L,L,Joe Klukay,182.0
Sutherland,CAN,1922-06-23,SK,,,,,,19451946,74.0,N,Laycoe,CAN,8447349,D,L,Hal Laycoe,185.0
St. Catharines,CAN,1930-05-27,ON,,,,,,19551956,75.0,N,O'Brien,CAN,8448041,D,L,Ellard O'Brien,183.0
Toronto,CAN,1922-03-02,ON,,,,,,19421943,71.0,Y,Quackenbush,CAN,8448235,D,L,Bill Quackenbush,190.0
Kenora,CAN,1926-06-27,ON,,,,,,19431944,71.0,N,Raleigh,CAN,8448243,C,L,Don Raleigh,150.0
Toronto,CAN,1934-01-11,ON,,,,,,19521953,74.0,N,Reid,CAN,8448307,C,L,Dave Reid,180.0
New Toronto,CAN,1928-08-20,ON,,,,,,19471948,73.0,N,Sandford,CAN,8448783,L,R,Ed Sandford,180.0
Kitchener,CAN,1929-12-01,ON,,,,,,19531954,69.0,N,Stankiewicz,CAN,8449153,C,R,Ed Stankiewicz,165.0
Toronto,CAN,1929-06-16,ON,,,,,,19491950,71.0,N,Sullivan,CAN,8449202,D,R,Frank Sullivan,178.0
Kincardine,CAN,1930-10-23,ON,,,,,,19491950,71.0,N,Wilson,CAN,8449557,C,L,Larry Wilson,160.0
Saskatoon,CAN,1923-08-21,SK,,,,,,19531954,70.0,N,Allen,CAN,8444873,D,L,Keith Allen,190.0
St. Boniface,CAN,1933-04-19,MB,,,,,,19541955,71.0,N,Blaine,CAN,8445091,R,R,Garry Blaine,190.0
Fort William,CAN,1923-04-24,ON,,,,,,19431944,71.0,N,Bodnar,CAN,8445105,C,R,Gus Bodnar,160.0
Letellier,CAN,1934-12-02,MB,,,,,,19541955,68.0,N,Bouchard,CAN,8445130,R,R,Dick Bouchard,155.0
Winnipeg,CAN,1930-04-03,MB,,,,,,19531954,72.0,N,Chrystal,CAN,8445465,D,L,Bob Chrystal,180.0
Winnipeg,CAN,1924-03-11,MB,,,,,,19441945,70.0,N,Ezinicki,CAN,8446184,R,R,Bill Ezinicki,170.0
Lloydminster,CAN,1929-03-26,SK,,,,,,19491950,72.0,N,Hassard,CAN,8446745,C,R,Bob Hassard,167.0
Saskatoon,CAN,1931-05-15,SK,,,,,,19521953,71.0,N,Hay,CAN,8446751,D,R,Jim Hay,185.0
Winnipeg,CAN,1927-05-27,MB,,,,,,19531954,67.0,N,Hildebrand,CAN,8446859,R,R,Ike Hildebrand,147.0
Saskatoon,CAN,1929-11-02,SK,,,,,,19501951,72.0,N,Howe,CAN,8446925,R,R,Vic Howe,172.0
Regina,CAN,1931-06-27,SK,,,,,,19501951,72.0,N,Jankowski,CAN,8447044,C,R,Lou Jankowski,180.0
Toronto,CAN,1933-11-23,ON,,,,,,19541955,70.0,N,Knox,CAN,8447227,R,R,Paul Knox,160.0
Shawinigan Falls,CAN,1924-08-21,QC,,,,,,19461947,68.0,N,Lamirande,CAN,8447308,L,R,Jean-Paul Lamirande,170.0
Port Arthur,CAN,1919-10-10,ON,,,,,,19451946,68.0,Y,Laprade,CAN,8447326,C,R,Edgar Laprade,160.0
Toronto,CAN,1927-01-01,ON,,,,,,19461947,70.0,N,MacKay,CAN,8447544,L,L,Calum MacKay,178.0
Edmonton,CAN,1925-08-02,AB,,,,,,19471948,72.0,N,McCormack,CAN,8447716,C,L,John McCormack,185.0
Regina,CAN,1930-04-30,SK,,,,,,19491950,69.0,N,McLeod,CAN,8447803,R,R,Jackie McLeod,150.0
Watrous,CAN,1929-02-17,SK,,,,,,19501951,67.0,N,Meger,CAN,8447833,L,L,Paul Meger,160.0
Winnipeg,CAN,1921-11-02,MB,,,,,,19411942,68.0,Y,Mosienko,CAN,8447902,R,R,Bill Mosienko,160.0
Toronto,CAN,1928-06-12,ON,,,,,,19471948,72.0,N,Ronty,CAN,8448446,C,L,Paul Ronty,160.0
Kitchener,CAN,1918-03-05,ON,,,,,,19361937,72.0,Y,Schmidt,CAN,8448931,C,L,Milt Schmidt,185.0
Moose Jaw,CAN,1929-04-22,SK,,,,,,19531954,71.0,N,Sonmor,CAN,8449127,L,L,Glen Sonmor,165.0
